Date,Open,High,Low,Close
4/18/2012,,,,18.64
4/19/2012,,,,18.36
4/20/2012,,,,17.44
4/23/2012,,,,18.97
4/24/2012,,,,18.1
4/25/2012,,,,16.82
4/26/2012,,,,16.24
4/27/2012,,,,16.32
4/30/2012,,,,17.15
5/1/2012,,,,16.6
5/2/2012,,,,16.88
5/3/2012,,,,17.56
5/4/2012,,,,19.16
5/7/2012,,,,18.94
5/8/2012,,,,19.05
5/9/2012,,,,20.08
5/10/2012,,,,18.83
5/11/2012,,,,19.89
5/14/2012,,,,21.87
5/15/2012,,,,21.97
5/16/2012,,,,22.27
5/17/2012,,,,24.49
5/18/2012,,,,25.1
5/21/2012,,,,22.01
5/22/2012,,,,22.48
5/23/2012,,,,22.33
5/24/2012,,,,21.54
5/25/2012,,,,21.76
5/29/2012,,,,21.03
5/30/2012,,,,24.14
5/31/2012,,,,24.06
6/1/2012,,,,26.66
6/4/2012,,,,26.12
6/5/2012,,,,24.68
6/6/2012,,,,22.16
6/7/2012,,,,21.72
6/8/2012,,,,21.23
6/11/2012,,,,23.56
6/12/2012,,,,22.09
6/13/2012,,,,24.27
6/14/2012,,,,21.68
6/15/2012,,,,21.11
6/18/2012,,,,18.32
6/19/2012,,,,18.38
6/20/2012,,,,17.24
6/21/2012,,,,20.08
6/22/2012,,,,18.11
6/25/2012,,,,20.38
6/26/2012,,,,19.72
6/27/2012,,,,19.45
6/28/2012,,,,19.71
6/29/2012,,,,17.08
7/2/2012,,,,16.74
7/3/2012,,,,16.66
7/5/2012,,,,17.5
7/6/2012,,,,17.1
7/9/2012,,,,17.98
7/10/2012,,,,18.72
7/11/2012,,,,17.95
7/12/2012,,,,18.33
7/13/2012,,,,16.74
7/16/2012,,,,17.11
7/17/2012,,,,16.48
7/18/2012,,,,16.16
7/19/2012,,,,15.45
7/20/2012,,,,16.27
7/23/2012,,,,18.62
7/24/2012,,,,20.47
7/25/2012,,,,19.34
7/26/2012,,,,17.53
7/27/2012,,,,16.7
7/30/2012,,,,18.03
7/31/2012,,,,18.93
8/1/2012,,,,18.96
8/2/2012,,,,17.57
8/3/2012,,,,15.64
8/6/2012,,,,15.95
8/7/2012,,,,15.99
8/8/2012,,,,15.32
8/9/2012,,,,15.28
8/10/2012,,,,14.74
8/13/2012,,,,13.7
8/14/2012,,,,14.85
8/15/2012,,,,14.63
8/16/2012,,,,14.29
8/17/2012,,,,13.45
8/20/2012,,,,14.02
8/21/2012,,,,15.02
8/22/2012,,,,15.11
8/23/2012,,,,15.96
8/24/2012,,,,15.18
8/27/2012,,,,16.35
8/28/2012,,,,16.49
8/29/2012,,,,17.06
8/30/2012,,,,17.83
8/31/2012,,,,17.47
9/4/2012,,,,17.98
9/5/2012,,,,17.74
9/6/2012,,,,15.6
9/7/2012,,,,14.38
9/10/2012,,,,16.28
9/11/2012,,,,16.41
9/12/2012,,,,15.8
9/13/2012,,,,14.05
9/14/2012,,,,14.51
9/17/2012,,,,14.59
9/18/2012,,,,14.18
9/19/2012,,,,13.88
9/20/2012,,,,14.07
9/21/2012,,,,13.98
9/24/2012,,,,14.15
9/25/2012,,,,15.43
9/26/2012,,,,16.81
9/27/2012,,,,14.84
9/28/2012,,,,15.73
10/1/2012,,,,16.32
10/2/2012,,,,15.71
10/3/2012,,,,15.43
10/4/2012,,,,14.55
10/5/2012,,,,14.33
10/8/2012,,,,15.11
10/9/2012,,,,16.37
10/10/2012,,,,16.29
10/11/2012,,,,15.59
10/12/2012,,,,16.14
10/15/2012,,,,15.27
10/16/2012,,,,15.22
10/17/2012,,,,15.07
10/18/2012,,,,15.03
10/19/2012,,,,17.06
10/22/2012,,,,16.62
10/23/2012,,,,18.83
10/24/2012,,,,18.33
10/25/2012,,,,18.12
10/26/2012,,,,17.81
10/31/2012,,,,18.6
11/1/2012,,,,16.69
11/2/2012,,,,17.59
11/5/2012,,,,18.42
11/6/2012,,,,17.58
11/7/2012,,,,19.08
11/8/2012,,,,18.49
11/9/2012,,,,18.61
11/12/2012,,,,16.68
11/13/2012,,,,16.65
11/14/2012,,,,17.92
11/15/2012,,,,17.99
11/16/2012,,,,16.41
11/19/2012,,,,15.24
11/20/2012,,,,15.08
11/21/2012,,,,15.31
11/23/2012,,,,15.14
11/26/2012,,,,15.5
11/27/2012,,,,15.92
11/28/2012,,,,15.51
11/29/2012,,,,15.06
11/30/2012,,,,15.87
12/3/2012,,,,16.64
12/4/2012,,,,17.12
12/5/2012,,,,16.46
12/6/2012,,,,16.58
12/7/2012,,,,15.9
12/10/2012,,,,16.05
12/11/2012,,,,15.57
12/12/2012,,,,15.95
12/13/2012,,,,16.56
12/14/2012,,,,17
12/17/2012,,,,16.34
12/18/2012,,,,15.57
12/19/2012,,,,17.36
12/20/2012,,,,17.67
12/21/2012,,,,17.84
12/24/2012,,,,18.59
12/26/2012,,,,19.48
12/27/2012,,,,19.47
12/28/2012,,,,22.72
12/31/2012,,,,18.02
1/2/2013,,,,14.68
1/3/2013,,,,14.56
1/4/2013,,,,13.83
1/7/2013,,,,13.79
1/8/2013,,,,13.62
1/9/2013,,,,13.81
1/10/2013,,,,13.49
1/11/2013,,,,13.36
1/14/2013,,,,13.52
1/15/2013,,,,13.55
1/16/2013,,,,13.42
1/17/2013,,,,13.57
1/18/2013,,,,12.46
1/22/2013,,,,12.43
1/23/2013,,,,12.46
1/24/2013,,,,12.69
1/25/2013,,,,12.89
1/28/2013,,,,13.57
1/29/2013,,,,13.31
1/30/2013,,,,14.32
1/31/2013,,,,14.28
2/1/2013,,,,12.9
2/4/2013,,,,14.67
2/5/2013,,,,13.72
2/6/2013,,,,13.41
2/7/2013,,,,13.5
2/8/2013,,,,13.02
2/11/2013,,,,12.94
2/12/2013,,,,12.64
2/13/2013,,,,12.98
2/14/2013,,,,12.66
2/15/2013,,,,12.46
2/19/2013,,,,12.31
2/20/2013,,,,14.68
2/21/2013,,,,15.22
2/22/2013,,,,14.17
2/25/2013,,,,18.99
2/26/2013,,,,16.87
2/27/2013,,,,14.73
2/28/2013,,,,15.51
3/1/2013,,,,15.36
3/4/2013,,,,14.01
3/5/2013,,,,13.48
3/6/2013,,,,13.53
3/7/2013,,,,13.06
3/8/2013,,,,12.59
3/11/2013,,,,11.56
3/12/2013,,,,12.27
3/13/2013,,,,11.83
3/14/2013,,,,11.3
3/15/2013,,,,11.3
3/18/2013,,,,13.36
3/19/2013,,,,14.39
3/20/2013,,,,12.67
3/21/2013,,,,13.99
3/22/2013,,,,13.57
3/25/2013,,,,13.74
3/26/2013,,,,12.77
3/27/2013,,,,13.15
3/28/2013,,,,12.7
4/1/2013,,,,13.58
4/2/2013,,,,12.78
4/3/2013,,,,14.21
4/4/2013,,,,13.89
4/5/2013,,,,13.92
4/8/2013,,,,13.19
4/9/2013,,,,12.84
4/10/2013,,,,12.36
4/11/2013,,,,12.24
4/12/2013,,,,12.06
4/15/2013,,,,17.27
4/16/2013,,,,13.96
4/17/2013,,,,16.51
4/18/2013,,,,17.56
4/19/2013,,,,14.97
4/22/2013,,,,14.39
4/23/2013,,,,13.48
4/24/2013,,,,13.61
4/25/2013,,,,13.62
4/26/2013,,,,13.61
4/29/2013,,,,13.71
4/30/2013,,,,13.52
5/1/2013,,,,14.49
5/2/2013,,,,13.59
5/3/2013,,,,12.85
5/6/2013,,,,12.66
5/7/2013,,,,12.83
5/8/2013,,,,12.66
5/9/2013,,,,13.13
5/10/2013,,,,12.59
5/13/2013,,,,12.55
5/14/2013,,,,12.77
5/15/2013,,,,12.81
5/16/2013,,,,13.07
5/17/2013,,,,12.45
5/20/2013,,,,13.02
5/21/2013,,,,13.37
5/22/2013,,,,13.82
5/23/2013,,,,14.07
5/24/2013,,,,13.99
5/28/2013,,,,14.48
5/29/2013,,,,14.83
5/30/2013,,,,14.53
5/31/2013,,,,16.3
6/3/2013,,,,16.28
6/4/2013,,,,16.27
6/5/2013,,,,17.5
6/6/2013,,,,16.63
6/7/2013,,,,15.14
6/10/2013,,,,15.44
6/11/2013,,,,17.07
6/12/2013,,,,18.59
6/13/2013,,,,16.41
6/14/2013,,,,17.15
6/17/2013,,,,16.8
6/18/2013,,,,16.61
6/19/2013,,,,16.64
6/20/2013,,,,20.49
6/21/2013,,,,18.9
6/24/2013,,,,20.11
6/25/2013,,,,18.47
6/26/2013,,,,17.21
6/27/2013,,,,16.86
6/28/2013,,,,16.86
7/1/2013,,,,16.37
7/2/2013,,,,16.44
7/3/2013,,,,16.2
7/5/2013,,,,14.89
7/8/2013,,,,14.78
7/9/2013,,,,14.35
7/10/2013,,,,14.21
7/11/2013,,,,14.01
7/12/2013,,,,13.84
7/15/2013,,,,13.79
7/16/2013,,,,14.42
7/17/2013,,,,13.78
7/18/2013,,,,13.77
7/19/2013,,,,12.54
7/22/2013,,,,12.29
7/23/2013,,,,12.66
7/24/2013,,,,13.18
7/25/2013,,,,12.97
7/26/2013,,,,12.72
7/29/2013,,,,13.39
7/30/2013,,,,13.39
7/31/2013,,,,13.45
8/1/2013,,,,12.94
8/2/2013,,,,11.98
8/5/2013,,,,11.84
8/6/2013,,,,12.72
8/7/2013,,,,12.98
8/8/2013,,,,12.73
8/9/2013,,,,13.41
8/12/2013,,,,12.81
8/13/2013,,,,12.31
8/14/2013,,,,13.04
8/15/2013,,,,14.73
8/16/2013,,,,14.37
8/19/2013,,,,15.1
8/20/2013,,,,14.91
8/21/2013,,,,15.94
8/22/2013,,,,14.76
8/23/2013,,,,13.98
8/26/2013,,,,14.99
8/27/2013,,,,16.77
8/28/2013,,,,16.49
8/29/2013,,,,16.81
8/30/2013,,,,17.01
9/3/2013,,,,16.61
9/4/2013,,,,15.88
9/5/2013,,,,15.77
9/6/2013,,,,15.85
9/9/2013,,,,15.63
9/10/2013,,,,14.53
9/11/2013,,,,13.82
9/12/2013,,,,14.29
9/13/2013,,,,14.16
9/16/2013,,,,14.38
9/17/2013,,,,14.53
9/18/2013,,,,13.59
9/19/2013,,,,13.16
9/20/2013,,,,13.12
9/23/2013,,,,14.31
9/24/2013,,,,14.08
9/25/2013,,,,14.01
9/26/2013,,,,14.06
9/27/2013,,,,15.46
9/30/2013,,,,16.6
10/1/2013,,,,15.54
10/2/2013,,,,16.6
10/3/2013,,,,17.67
10/4/2013,,,,16.74
10/7/2013,,,,19.41
10/8/2013,,,,20.34
10/9/2013,,,,19.6
10/10/2013,,,,16.48
10/11/2013,,,,15.72
10/14/2013,,,,16.07
10/15/2013,,,,18.66
10/16/2013,,,,14.71
10/17/2013,,,,13.48
10/18/2013,,,,13.04
10/21/2013,,,,13.16
10/22/2013,,,,13.33
10/23/2013,,,,13.42
10/24/2013,,,,13.2
10/25/2013,,,,13.09
10/28/2013,,,,13.31
10/29/2013,,,,13.41
10/30/2013,,,,13.65
10/31/2013,,,,13.75
11/1/2013,,,,13.28
11/4/2013,,,,12.93
11/5/2013,,,,13.27
11/6/2013,,,,12.67
11/7/2013,,,,13.91
11/8/2013,,,,12.9
11/11/2013,,,,12.53
11/12/2013,,,,12.82
11/13/2013,,,,12.52
11/14/2013,,,,12.37
11/15/2013,,,,12.19
11/18/2013,,,,13.1
11/19/2013,,,,13.39
11/20/2013,,,,13.4
11/21/2013,,,,12.66
11/22/2013,,,,12.26
11/25/2013,,,,12.79
11/26/2013,,,,12.81
11/27/2013,,,,12.98
11/29/2013,,,,13.7
12/2/2013,,,,14.23
12/3/2013,,,,14.55
12/4/2013,,,,14.7
12/5/2013,,,,15.08
12/6/2013,,,,13.79
12/9/2013,,,,13.49
12/10/2013,,,,13.91
12/11/2013,,,,15.42
12/12/2013,,,,15.54
12/13/2013,,,,15.76
12/16/2013,,,,16.03
12/17/2013,,,,16.21
12/18/2013,,,,13.8
12/19/2013,,,,14.15
12/20/2013,,,,13.79
12/23/2013,,,,13.04
12/24/2013,,,,12.48
12/26/2013,,,,12.33
12/27/2013,,,,12.46
12/30/2013,,,,13.56
12/31/2013,,,,13.72
1/2/2014,,,,14.23
1/3/2014,,,,13.76
1/6/2014,,,,13.55
1/7/2014,,,,12.92
1/8/2014,,,,12.87
1/9/2014,,,,12.89
1/10/2014,,,,12.14
1/13/2014,,,,13.28
1/14/2014,,,,12.28
1/15/2014,,,,12.28
1/16/2014,,,,12.53
1/17/2014,,,,12.44
1/21/2014,,,,12.87
1/22/2014,,,,12.84
1/23/2014,,,,13.77
1/24/2014,,,,18.14
1/27/2014,,,,17.42
1/28/2014,,,,15.8
1/29/2014,,,,17.35
1/30/2014,,,,17.29
1/31/2014,,,,18.41
2/3/2014,,,,21.44
2/4/2014,,,,19.11
2/5/2014,,,,19.95
2/6/2014,,,,17.23
2/7/2014,,,,15.29
2/10/2014,,,,15.26
2/11/2014,,,,14.51
2/12/2014,,,,14.3
2/13/2014,,,,14.14
2/14/2014,,,,13.57
2/18/2014,,,,13.87
2/19/2014,,,,15.5
2/20/2014,,,,14.79
2/21/2014,,,,14.68
2/24/2014,,,,14.23
2/25/2014,,,,13.67
2/26/2014,,,,14.35
2/27/2014,,,,14.04
2/28/2014,,,,14
3/3/2014,,,,16
3/4/2014,,,,14.1
3/5/2014,,,,13.89
3/6/2014,,,,14.21
3/7/2014,,,,14.11
3/10/2014,,,,14.2
3/11/2014,,,,14.8
3/12/2014,,,,14.47
3/13/2014,,,,16.22
3/14/2014,,,,17.82
3/17/2014,,,,15.64
3/18/2014,,,,14.52
3/19/2014,,,,15.12
3/20/2014,,,,14.52
3/21/2014,,,,15
3/24/2014,,,,15.09
3/25/2014,,,,14.02
3/26/2014,,,,14.93
3/27/2014,,,,14.62
3/28/2014,,,,14.41
3/31/2014,,,,13.88
4/1/2014,,,,13.1
4/2/2014,,,,13.09
4/3/2014,,,,13.37
4/4/2014,,,,13.96
4/7/2014,,,,15.57
4/8/2014,,,,14.89
4/9/2014,,,,13.82
4/10/2014,,,,15.89
4/11/2014,,,,17.03
4/14/2014,,,,16.11
4/15/2014,,,,15.61
4/16/2014,,,,14.18
4/17/2014,,,,13.36
4/21/2014,,,,13.25
4/22/2014,,,,13.19
4/23/2014,,,,13.27
4/24/2014,,,,13.32
4/25/2014,,,,14.06
4/28/2014,,,,13.97
4/29/2014,,,,13.71
4/30/2014,,,,13.41
5/1/2014,,,,13.25
5/2/2014,,,,12.91
5/5/2014,,,,13.29
5/6/2014,,,,13.8
5/7/2014,,,,13.4
5/8/2014,,,,13.43
5/9/2014,,,,12.92
5/12/2014,,,,12.23
5/13/2014,,,,12.13
5/14/2014,,,,12.17
5/15/2014,,,,13.17
5/16/2014,,,,12.44
5/19/2014,,,,12.42
5/20/2014,,,,12.96
5/21/2014,,,,11.91
5/22/2014,,,,12.03
5/23/2014,,,,11.36
5/27/2014,,,,11.51
5/28/2014,,,,11.68
5/29/2014,,,,11.57
5/30/2014,,,,11.4
6/2/2014,,,,11.58
6/3/2014,,,,11.87
6/4/2014,,,,12.08
6/5/2014,,,,11.68
6/6/2014,,,,10.73
6/9/2014,,,,11.15
6/10/2014,,,,10.99
6/11/2014,,,,11.6
6/12/2014,,,,12.56
6/13/2014,,,,12.18
6/16/2014,,,,12.65
6/17/2014,,,,12.06
6/18/2014,,,,10.61
6/19/2014,,,,10.62
6/20/2014,,,,10.85
6/23/2014,,,,10.98
6/24/2014,,,,12.13
6/25/2014,,,,11.59
6/26/2014,,,,11.63
6/27/2014,,,,11.26
6/30/2014,,,,11.57
7/1/2014,,,,11.15
7/2/2014,,,,10.82
7/3/2014,,,,10.32
7/7/2014,,,,11.33
7/8/2014,,,,11.98
7/9/2014,,,,11.65
7/10/2014,,,,12.59
7/11/2014,,,,12.08
7/14/2014,,,,11.82
7/15/2014,,,,11.96
7/16/2014,,,,11
7/17/2014,,,,14.54
7/18/2014,,,,12.06
7/21/2014,,,,12.81
7/22/2014,,,,12.24
7/23/2014,,,,11.52
7/24/2014,,,,11.84
7/25/2014,,,,12.69
7/28/2014,,,,12.56
7/29/2014,,,,13.28
7/30/2014,,,,13.33
7/31/2014,,,,16.95
8/1/2014,,,,17.03
8/4/2014,,,,15.12
8/5/2014,,,,16.87
8/6/2014,,,,16.37
8/7/2014,,,,16.66
8/8/2014,,,,15.77
8/11/2014,,,,14.23
8/12/2014,,,,14.13
8/13/2014,,,,12.9
8/14/2014,,,,12.42
8/15/2014,,,,13.15
8/18/2014,,,,12.32
8/19/2014,,,,12.21
8/20/2014,,,,11.78
8/21/2014,,,,11.76
8/22/2014,,,,11.47
8/25/2014,,,,11.7
8/26/2014,,,,11.63
8/27/2014,,,,11.78
8/28/2014,,,,12.05
8/29/2014,,,,11.98
9/2/2014,,,,12.25
9/3/2014,,,,12.36
9/4/2014,,,,12.64
9/5/2014,,,,12.09
9/8/2014,,,,12.66
9/9/2014,,,,13.5
9/10/2014,,,,12.88
9/11/2014,,,,12.8
9/12/2014,,,,13.31
9/15/2014,,,,14.12
9/16/2014,,,,12.73
9/17/2014,,,,12.65
9/18/2014,,,,12.03
9/19/2014,,,,12.11
9/22/2014,,,,13.69
9/23/2014,,,,14.93
9/24/2014,,,,13.27
9/25/2014,,,,15.64
9/26/2014,,,,14.85
9/29/2014,,,,15.98
9/30/2014,,,,16.31
10/1/2014,,,,16.71
10/2/2014,,,,16.16
10/3/2014,,,,14.55
10/6/2014,,,,15.46
10/7/2014,,,,17.2
10/8/2014,,,,15.11
10/9/2014,,,,18.76
10/10/2014,,,,21.24
10/13/2014,,,,24.64
10/14/2014,,,,22.79
10/15/2014,,,,26.25
10/16/2014,,,,25.2
10/17/2014,,,,21.99
10/20/2014,,,,18.57
10/21/2014,,,,16.08
10/22/2014,,,,17.87
10/23/2014,,,,16.53
10/24/2014,,,,16.11
10/27/2014,,,,16.04
10/28/2014,,,,14.39
10/29/2014,,,,15.15
10/30/2014,,,,14.52
10/31/2014,,,,14.03
11/3/2014,,,,14.73
11/4/2014,,,,14.89
11/5/2014,,,,14.17
11/6/2014,,,,13.67
11/7/2014,,,,13.12
11/10/2014,,,,12.67
11/11/2014,,,,12.92
11/12/2014,,,,13.02
11/13/2014,,,,13.79
11/14/2014,,,,13.31
11/17/2014,,,,13.99
11/18/2014,,,,13.86
11/19/2014,,,,13.96
11/20/2014,,,,13.58
11/21/2014,,,,12.9
11/24/2014,,,,12.62
11/25/2014,,,,12.25
11/26/2014,,,,12.07
11/28/2014,,,,13.33
12/1/2014,,,,14.29
12/2/2014,,,,12.85
12/3/2014,,,,12.47
12/4/2014,,,,12.38
12/5/2014,,,,11.82
12/8/2014,,,,14.21
12/9/2014,,,,14.89
12/10/2014,,,,18.53
12/11/2014,,,,20.08
12/12/2014,,,,21.08
12/15/2014,,,,20.42
12/16/2014,,,,23.57
12/17/2014,,,,19.44
12/18/2014,,,,16.81
12/19/2014,,,,16.49
12/22/2014,,,,15.25
12/23/2014,,,,14.8
12/24/2014,,,,14.37
12/26/2014,,,,14.5
12/29/2014,,,,15.06
12/30/2014,,,,15.92
12/31/2014,,,,19.2
1/2/2015,,,,17.79
1/5/2015,,,,19.92
1/6/2015,,,,21.12
1/7/2015,,,,19.31
1/8/2015,,,,17.01
1/9/2015,,,,17.55
1/12/2015,,,,19.6
1/13/2015,,,,20.56
1/14/2015,,,,21.48
1/15/2015,,,,22.39
1/16/2015,,,,20.95
1/20/2015,,,,19.89
1/21/2015,,,,18.85
1/22/2015,,,,16.4
1/23/2015,,,,16.66
1/26/2015,,,,15.52
1/27/2015,,,,17.22
1/28/2015,,,,20.44
1/29/2015,,,,18.76
1/30/2015,,,,20.97
2/2/2015,,,,19.43
2/3/2015,,,,17.33
2/4/2015,,,,18.33
2/5/2015,,,,16.85
2/6/2015,,,,17.29
2/9/2015,,,,18.55
2/10/2015,,,,17.23
2/11/2015,,,,16.96
2/12/2015,,,,15.34
2/13/2015,,,,14.69
2/17/2015,,,,15.8
2/18/2015,,,,15.45
2/19/2015,,,,15.29
2/20/2015,,,,14.3
2/23/2015,,,,14.56
2/24/2015,,,,13.69
2/25/2015,,,,13.84
2/26/2015,,,,13.91
2/27/2015,,,,13.34
3/2/2015,,,,13.04
3/3/2015,,,,13.86
3/4/2015,,,,14.23
3/5/2015,,,,14.04
3/6/2015,,,,15.2
3/9/2015,,,,15.06
3/10/2015,,,,16.69
3/11/2015,,,,16.87
3/12/2015,,,,15.42
3/13/2015,,,,16
3/16/2015,,,,15.61
3/17/2015,,,,15.66
3/18/2015,,,,13.97
3/19/2015,,,,14.07
3/20/2015,,,,13.02
3/23/2015,,,,13.41
